review
"Saya sudah dapat kode kelas dari guru fisika saya,tapi sewaktu saya memilih menu ""Saya punya kode kelas dari guru saya untuk akses Quipper school"" malah munculnya justru tulisan ""Webpage not available"". itu gimanya ya ?? Tolong bantu. Ini penting. Thanks Quipper Ltd. Aku tunggu balasannya ya !!!"
"Tolong diperbaiki, saya sudah jawab dengan benar tetapi disalahkan, saya ulang lagi pertanyaanya dari awal, yang saya jawab benar itu jadi benar. Tolong admin atau official quipper."
Tolong semua SD sampai SMA/SMK harus ada gimana mau masuk nya kalau gini.Saya dari (majalengka wetan 8) kok belum ada.
"Nama sekolah saya blum terdaftar,ini nama sklh sya (SMPN 8 BANJARMASIN"
Gimana si pas udah daftar ko masih blom bisa apa HP gw yg rusak
"Saya baru beli quipper video, saat saya mau belajar videonya tidak bisa di putar"
"Smp saya gk ada,,tolong daftarin smp 2 pamanukan....segeraaa !!!"
Aku belum coba ini si tapi kayak nya seru nanti kalau aku suka aku tambahin bintangnya 1 lgi deh
Gimana Yang kode kelas itu ya? To long Bantu jawab
"Sekolah saya belum terdaftar, tolong segera di daftarkan ya! ""MTsN Bandung"" sekolah saya ini di daerah Tulungagung, Jawa Timur.. Tolong segera ya!"
Udah masukin email gk bisa lewat fb ngga bisa maunya gimana si ? Ngga bisa2 nyebeliiiiiiiiinnnnn banget
Ini gimana sih... Daftarnya susah.. Smp saya smpn 16 Cirebon.. Tolong daftarin
Kok ga bisa masuk sih aku pake FB gak bisa gimana sih masuknya
"Sekolah saya belum terdaftar. Tolong di daftarkan ""SMP N 1 purworejo"""
"Bagus, sangat membantu. Tapi, kok gk ada BIOLOGI?"
Kode kelas itu gimana sih? Kalo guru saya tdk punya kode kelas gimana? MOHON DI BALAS.
Waktu daftar yang terakhir kan ada paket itu apaan sih?... Yang tau tolong di bantu!
"Sekolah saya belum terdaftar tolong di daftarkan segera ya ""Sd Negeri 2 Semarapura Kangin"""
Ngga ada smpn 36 bandung nya
"Gak ada nama sekolah saya,tolong daftarkan SMP N 1 SUKOHARJO"
"Fiturnya bagus,cara mengajar cukup menyenangkan,tetapi beberapa pelajaran belum ada,seperti sejarah,biologi,dll.Mohon ditambah ya"
Sangat bermanfaat bagi pelajar yg tingkat prtama menengah maupun prguruan tinggi
Nama sekolah saya belum terdaftar harap bantuaanya untuk mendaftarkannya (SDN6 LANGSA)
I love Quipper Quipper video adalah aplikasi untuk belajar aku sangat suka Quipper video&Quipper school
"Sekolah saya blm terdaftar. Tolong daftarkan sklh saya"" SMP NEGERI 5 SIDOARJO"""
Tapi aku kok gk ada kode kelas sih
"Asyik banget belajar pakai quipper, bikin ngga bosen belajar. Uhuy bgt 😆"
Kode kelas saya nggak ada. Tolong daftarkan SMPN 2 Pasuruan
Gimana caranya gabung kelas??skolah saya belum terdaftar {SMPN 1 CINIRU}
Gimana cara daftarnya ? Apa kode nya? Saya daftar kok gk bisa ? Tolong bantu ya
Bantu kode kelasnya dong
Aku suka model pembelajaran di quipper vidio
"Sekolah saya juga belum terdaftar tolong daftarkan sekolah saya ""MTsN Pangkalan Bun"" tolong di daftarkan ya"
Sekolah saya tidak terdaftar (SMPN 13 Kota Sukabumi) tolong daftarkan
"Nama sekolah saya tidak terdaftar, smpn 14 bogor, tolong daftarkan segera"
kenapa saya tidak bisa mendaftar ?? mohon bantuanya
"Sekolah saya belum terdaftar tolong di daftarin "" SMP N 3 PASURUAN """
"Suka sih,tapi yang saya persoalkan di sini adalah... Kenapa materi biologi dan sosiologi tidak ada?"
Kenapa saya mau daftar gak bisa* tolong donk kasih tau
"Tidak bisa daftar, padahal semua info sudah benar email juga benar"
Kok prediksi un 2017 blm ada sih..
bagus sekali aplikasi ini buat kita bisa Tamba pintar
"Tambahin latian soal yang sulit dong, biar tambah ekspert"
Bagaimana ya jika saya ingin bertanya pada guru yang ada di quipper?
"Bagus sih, tapi suruh bayar ya, kok gni amat sih, pdhl msih sklh"
Kenapa HARUS bayar ? Terus kode kelasnya ?
Tolong daftarkan sekolah saya MTsN 5 Garut
Ko Saya daftar gak bisa sih.. Pdhal udh Saya ISi Semua!!!
Berkat Quipper video saya jadi rengking 11
tolong daftarkan sekolah saya SMPIT TIARA AKSARA
Quipper apaan jelek banget yg download pasti nyesel😡😡😡😡
Gk bisa masuk pke email atau fb
Kakak bagaimana kalau mau nonton vidionya
Tolon bantuin dong cara mendaftarnya
Kayaknya bagus !!! Aku kasih 4 bintang
Gk bsa daftar lewat email
Sangat Membantu saya dalam belajar
Alhamdulillah.. Belajar jadi lebih mudah 😍😍 like this app😘
Aku bisa pintar karena Quipper
kode kelasnya dapat dari mana ya? mohon bantuannya
Harganya kemahalan.... :'v kirain 500k ternyata hampir 800k :'v
Tidak bisa memutar video kenapa ya?
Gimana acara dapet kelas nya?
Tolong penjelasannya knpa gx BSA log in???
Tolong daftarkan kelas saya
Gimana kode kelas nya
Tambahkan untuk anak sd dong
Kalau SMA ada ga
Ngisi kode kelasnya gmna si?? Bjngjng
Ini bayar ya? Tolong respon
Ko ga bisa log in ya?
Keren abis....aplikasinya mendukung belajar.
Cra mendaftar quipper'a gmna?
gimana caranya untuk masuk ?
kenapa tidak bisa daftar?
Bgusss.blajar lgi seruu 😊
Knapa tidak bisa mendaftar??? Mohon solusinya😌
Hebat supaya pintar
Bingung cra mendaftarnya
Sangat bermanfaat dan membantu
membuat belajar enak
Kenapa untuk sd tidak terdaftar
Sangat membantu sekali
Jadi semangat belajarnya
Sangat membantu 😊
Great!
Gimana cara daftarnya??
Giamna kodenya
Bermanfaat sekali
Very cool
Bagus untuk belajar
Sangat bagus
Nama kelas'y apa???
😊
baguss
Good
Apaan ini
"Gimana mau belajar, gue udah putus sekolah trus di suruh masukin nama sekolah? Gmana nih? Yg bodoh bakal tambah bodoh dan yg pintar akan melambung naik ke awan, gmnaa mau rata pendidikan Indonesia, ilmu mahal, tapi kalau jadi kayak gini malah ngerendahin beberapa pihak kali"
"Min, kalo mau daftar terus nama sekolah kita engga ada di daftar pencarian itu gimana? Apa yang nama sekolahnya gk tercantum gk bisa bikin akun di quipper? Fast respon ya min.. Tq"
Kalo gurunya gapunya pin / kode gitu. Berarti quipper nya gabisa digunakan sama sekali ya? Dan harus bayar ? Padahal masih anak sekolah.
"Begini Min,Mimin Kan Udah Dapat Uang Dari Orang Yg Mendownload Program Mimin Dan Yg Menontonnya,Kenapa Harus Bayar? Saya Anak Adsense Loh.."
"Masa harus bayar ,, download ini kan supaya bisa beljar sendiri bukannya minta kode dari guru atau apalah itu huu gua gak suka nii !!"
"Memang ilmu tidak gratis,tetapi klo buat org"" yg tdk mampu sklh gmn?,dan banyak diluar sanah putus sklh krna tdk mampu jadi klo gratis tanpa byr cumaan downloadnya saja kan bisa membantu anak""diluar sanah jadi anak indonesia yg pintar dan bisa membanggakan kalo kek gini kan gimna kita bisa bljr tolong diperbaiki terimakasih. Bagusan brainly kita bisa nanyananya pr dan tahu pengetahuan dll."
"Saya sudah berlangganan dan sangat membantu dalam proses belajar, biaya per satu tahun ajaran pun lebih murah dari bimbel. Buat yg gk tau tentang kode kelas, kode kelas itu didapatkan dari guru kalian yg menggunakan quipper. Jadi quipper ini kurang lebih bentuknya seperti kelas tetapi bentuknya online tidak sama seperti brainly dll."
"Kirain bisa langsung dipake.. Eh, ternyata hrs bayar ..😠 trs kl g punya kode kls berarti g bisa dipake gitu?"
Kalo sekolahnya belum terdaftar belum bisa diakses aplikasinya ya? Padahal pengen banget coba pengalaman belajar yang baru
"G asik bgt,masa cba"" ktik kdaftar jdi di tlfn mlu,,,,suruh bayar,trgangu bgt sma QUIPPER,tolong dong responya,sya mhon dkluarin"
"Aku sangat suka dengan ini setelah ngelihat cuplikannya tpi aku jdi sedih krna trnyata berbayar stelah hbis didownlod, aku gak ckup biaya krna trbatas, aku hnya bsa nyimak aja yg pasti aku ttp ska quipper."
Aok ah pokoknya lumayan
Mau blajar aj kbnyakan syarat. Akhirnya sya UNINSTAL app ini .. menuh2in memori tok .
Kalau Mau Bagi Ilmu Itu HARUS IKHLAS Ini malahan di suruh Bayar Daftar Nya lebih Baik gua cari Les aja lebig banyak manfaatnya
"Ilmu memang mahal, tpi klo cmn kek gini mah, mending gua belajar di sekolah aja tgl tambah guru les dah selesai, tambah pintar gua, klo cmn kek gini sekolah+guru les gua lebih bagus."
Udah memperbarui tapi kok gada yang berubah? Manfaatnya upgrade apa ya?
"Kenapa quiper bayar?? Anda bayangkan jika dibanding bimbel di luar yg jauh lebih mahal, disini dengan quipper video harga jauh lebih murah dan fleksibel waktunya, buat yg kesulitan daftar, daftar lah melalui websitenya , di aplikasi emg agak susah. meskipun bayar, kerasa kok manfaatnya, jadi jangan mengeluh , kalo dana terbatas bisa pake bimbel online yang lain , contoh zenius"
"Apk ini sebenernya bgus,tapi sayang untuk SD,SMP,SMA semua kelas gak ada!mohon ditambahin ya pihak quipper nya,dan untuk pembayaran itu dipermurah lagi..700 an atau 600 an gitu..mahal banget..dan untuk pembayaran di bank BRI ditambahin lagi ya..fitur serunya ditambahin..dan untuk aplikasi bisa di pakai dalam keadaan ofline...oke thank..moga di terima sarannya.."
"Ga ngerti gimana cara daftar nya, ini gimana sih bingung banget banget deh bantuin ke"
"Padahal pengen coba, eh malah suruh bayar"
Gimana sih ini min? Harus masukin kode y? Kalau kode nya gk punya/gk tau berarti gk bisa belajar?
Kok susah login Daftar pake akun facebook gk bisa daftar pake email baru gk bisa padahal awalnya percaya banget sama aplikasiya
Iiiiiii kodenya apa sih aku liat di google tp katanya gk ada kodenya
Gimana mau belajarnya kalau ngga punya pin/kodenya min? Masih butuh penjelasannya nih belum paham sma masalah pin/kodenya☺
"Min, kok bayar sih?? Kan saya masih anak sekolah."
"Payah, gak bisa mulihin akun quipper karena lupa password padahal udah bayar buat bs ikutan quipper video-_-"
"Ini gimana bisa belajar kalo nama sekolah nggak tercantum, mana berbayar lagi, kenapa pendidikan di indonesia itu terlalu mahal sih"
huuh..nama sekolah.y gk terdaftar padahal pengen bangeet belajar menggunakan quipeer video
"Memudahkan dalam belajar untuk siswa yg males les, tpi kelemahannya gabisa nanya pr dlm appnya"
Ini sih namanya quipper bayar... ngasih pendidikan ko harus mnta duit..
"Yang ngeluh gara2 bayar, ini tentor nya jg butuh duit kali lu kira tentor nya robot -,- review: Untuk pelajaran sejarah tentor nya bolak-balik mulu ngambil spidol, itu membuat yang nonton ga nyaman. Saran nya si mending spidolnya d pegangin aja biar ga bolak-balik. Terus ada soal yg jawabannya ga sesuai sama yang di jelaskan (materi manusia purba). Tentor nya juga ga terlalu lancar ngejelasinnya."
Kode kls nya cra nya gimana aku gk tau kode kls kek gmna tolong perbaikin lagi dongg masih gak fahamm mslh kode kls he..
"Min,kalo nama sekolah ngga ada di daftar,nge add nya gimana?respon please"
"Ini gimana masuknya sih????? Semua data udah diisi,trus benar. Masuknya ndak bisa Gimana sih??. Aku mau belajar biar tambah pinterrrrrr"
Gimana mau daftar nama sekolah aja ngga ke ketemu (1) semuanya smp
Susah daftarnya masuin gabung kelas baru
"Ko pas mau daftar gk bisa sih, padahal udah diisi semua"
Susah banget pakai quipper
Nyoba dulu y klau enk gua tambain lagi bintang nya
Kode nya gmn sih?belajar susah amat
tolong lebih bayak lagi ya macam2 sekolahnya
Cara daftarnya gimana sih saya bingung banget daftarnya ??
kode nya apa min tolong di jwb ? tq
Saya bisa mengerjakan pr di sini
"Bikin aku pintar nihhh ,bagus banget ,makasih buat yang bikin aplikasi ini"
Akuntanai d3
Ni gimana kok udah daftar mau lanjut kok gak bisa.. Gimana
Sdh lumayan bagus terus tingkatkan lagi dan jgn sering di update terus
Kayaknya sih bagus😀 cuman cara masuk nya gimana??😌aku juga mau tanya yang buat sd emang enggak ada ya?????
Quipper ini membantu saya menjadi semangat untuk belajar...makasih untuk aplikasinya....
LOL gw kira gratis ternyata harus berlangganan dulu
"Walaupun harus bayar Gpp, yang penting sangat membantu."
Bukan nya orang suka malah benci
Dg quipper belajar bs lbh gampang dan cepat di mengerti
Ko ga bisa ganti theme Sudah tak tekan itunya
Jelek tukang tipu masak gak mau masuk masuk benci
kalo ga ada kodenya ga bisa belajar dong gimanasih ini
Suka bngt kayanya bisa menambah ilmu
Ko pembahasan materi untuk UN kls 12 blum ada ya ?
Kalu gurunya tidak punya kita berarti tidak belajar
Aku suka karna bisa membangun indonesia pintar
Klu bagus Gua tambahin lagi bintangnya oke ...!!! Wkwkwkwk
Lebih mudah dalam belajar. Terima kasih Quipper
Belajar gak harus mahal.
Baru download nnti kalo bagus ditambah
Satu dulu kalo mendidik aku tambahin
"Bagus , saya bisa belajar dimanapun dan kapanpun"
Kenapa tidak bisa masuk padahal sudah daftar
Kenapa udah isi tapi ga bisa lanjut daftar ?
Aplikasi apa ini mau daftar aja susah.
Kok buat smp sih😌
Kode kelas?ga ngerti deh?selama gue sekolah kgk ada tuh yg nama nya kode kelas?? So???? Aplikasi nya....
Kecewa banget dah ah segitu
Cara daftar nya gimana gan
